Sample	Group
SRR12209709	4055
SRR12209710	4055
SRR12209711	4054
SRR12209712	4054
SRR12209713	4053
SRR12209714	4053
SRR12259885	4052
SRR12259886	4052
SRR12259887	4051
SRR12259888	4051
SRR1822433	200
SRR1822434	200
SRR1822435	4050
SRR1822436	199
SRR1822437	199
SRR1822438	199
SRR1822439	4049
SRR1822442	198
SRR1822443	198
SRR1822444	198
SRR12613827	4048
SRR12613826	4048
SRR12613825	4046
SRR12613824	4046
SRR12613823	4056
SRR12613822	4055
SRR12613821	4054
SRR12613820	4053
SRR12613819	4052
SRR12613818	4051
SRR12613817	4050
SRR12613816	4049
SRR12613815	4048
SRR12613814	4047
SRR12613813	4047
SRR12613812	4047
SRR12613811	4045
SRR12613810	4045
SRR12613809	4046
SRR12613808	4045
SRR12700633	4044
SRR12700634	4044
SRR12700635	4044
SRR12700636	4043
SRR12700637	4043
SRR12700638	4043
SRR12769314	4042
SRR12769313	4042
SRR12769312	4039
SRR12769311	4039
SRR12769310	4042
SRR12769309	4041
SRR12769308	4041
SRR12769307	4041
SRR12769306	4040
SRR12769305	4040
SRR12769304	4040
SRR12769303	4039
SRR12779714	136
SRR12779715	136
SRR12779716	136
SRR12779717	4038
SRR12779718	4038
SRR12779719	4038
SRR12779720	72
SRR12779721	72
SRR12779722	4037
SRR12779723	4037
SRR12779725	57
SRR12779726	57
SRR12779727	57
SRR12779728	4036
SRR13019058	4034
SRR13019059	4034
SRR13019060	4034
SRR13019061	4033
SRR13019063	4033
SRR13019064	4032
SRR13019065	4032
SRR13019066	4032
SRR13019067	4031
SRR13019068	4031
SRR13019069	4031
SRR1915476	4030
SRR1915477	4030
SRR1915478	4030
SRR1915483	4028
SRR1915485	4027
SRR1915486	4027
SRR1915488	4026
SRR1915489	4026
SRR1915490	4026
SRR1917694	201
SRR1917695	201
SRR1917696	201
SRR1917697	205
SRR1917698	205
SRR1917699	205
SRR1917700	202
SRR1917701	202
SRR1917702	202
SRR1917703	206
SRR1917704	206
SRR1917705	206
SRR1917706	203
SRR1917707	203
SRR1917708	203
SRR1917709	204
SRR1917710	204
SRR1917711	204
SRR1917712	207
SRR1917713	207
SRR1917714	4025
SRR1917715	4025
SRR1917716	4024
SRR1917717	4024
SRR1917718	4024
SRR1917719	4023
SRR1917720	4023
SRR1917721	4023
SRR1917722	4022
SRR1917723	4021
SRR1917724	4021
SRR1917725	4021
SRR1917726	4020
SRR1917727	4020
SRR1917728	4020
SRR13150656	4019
SRR13150657	4018
SRR13150658	4018
SRR1957317	4008
SRR1957318	4008
SRR1957319	4007
SRR1957320	4007
SRR1957321	4006
SRR1957322	4006
SRR1957323	4005
SRR1957324	4005
SRR13529913	4004
SRR13529914	4004
SRR13529915	4004
SRR13529916	4003
SRR13529917	4003
SRR13529918	4003
SRR13529919	4002
SRR13529920	4002
SRR13529922	4001
SRR13529923	4001
SRR13529924	4001
SRR13552887	478
SRR13552888	478
SRR13552889	478
SRR13552890	479
SRR13552891	479
SRR13552892	479
SRR13552893	480
SRR13552894	480
SRR13552895	480
SRR13552896	481
SRR13552897	481
SRR13552898	481
SRR13552899	482
SRR13552900	482
SRR13552901	482
SRR13552902	483
SRR13552903	483
SRR13552904	483
SRR13552905	484
SRR13552906	484
SRR13552907	484
SRR13552908	485
SRR13552909	485
SRR13552910	485
SRR13552911	486
SRR13552912	486
SRR13552913	486
SRR13566058	494
SRR13566059	494
SRR13566036	487
SRR13566037	487
SRR13566038	487
SRR13566039	488
SRR13566040	488
SRR13566041	488
SRR13566042	489
SRR13566043	489
SRR13566044	489
SRR13566045	490
SRR13566046	490
SRR13566047	490
SRR13566048	491
SRR13566049	491
SRR13566050	491
SRR13566051	492
SRR13566052	492
SRR13566053	492
SRR13566054	493
SRR13566055	493
SRR13566056	493
SRR13566057	494
SRR13566060	495
SRR13566061	495
SRR13566062	495
SRR13601493	502
SRR13601494	502
SRR13601475	496
SRR13601476	496
SRR13601477	496
SRR13601478	497
SRR13601479	497
SRR13601480	497
SRR13601481	498
SRR13601482	498
SRR13601483	498
SRR13601484	499
SRR13601485	499
SRR13601486	499
SRR13601487	500
SRR13601488	500
SRR13601489	500
SRR13601490	501
SRR13601491	501
SRR13601492	501
SRR13601495	502
SRR13601496	503
SRR13601497	503
SRR13601498	503
SRR13601499	504
SRR13601500	504
SRR13601501	504
ERX1101427	7000
ERX1101430	7000
ERX1404045	7001
ERX1404046	7001
ERX1404043	7002
ERX1404044	7002
ERX237502	7003
ERX237505	7003
ERX237506	7003
ERX237497	7004
ERX237499	7004
ERX237500	7004
ERX1818321	7006
ERX1941435	7007
ERX1941442	7007
ERX3390646	7008
ERX3390647	7008
ERX3772318	7009
ERX3772319	7009
ERX3772320	7009
ERX3772321	7010
ERX3772322	7010
ERX3772323	7010
SRX357082	7011
SRX357083	7011
SRX357084	7011
SRX727243	7012
SRX727246	7012
SRX727244	7013
SRX727247	7013
SRX727245	7014
SRX727248	7014
SRX727249	7015
SRX727250	7015
SRX727251	7015
SRX894004	7016
SRX894005	7016
SRX894006	7016
SRX893998	7017
SRX893999	7017
SRX894000	7017
SRX893995	7018
SRX893996	7018
SRX958306	7019
SRX958307	7019
SRX958308	7019
SRX958312	7020
SRX958313	7020
SRX958314	7020
SRX958318	7021
SRX958319	7021
SRX958320	7021
SRX958321	7022
SRX958322	7022
SRX958323	7022
SRX958309	7023
SRX958310	7023
SRX958311	7023
SRX958315	7024
SRX958316	7024
SRX958317	7024
SRX958324	7025
SRX958325	7025
SRX958326	7025
SRX1091379	7026
SRX1091380	7026
SRX1091377	7027
SRX1091378	7027
SRX1372110	7028
SRX1372111	7028
SRX1372108	7029
SRX1372109	7029
SRX1882555	7030
SRX1882556	7030
SRX1882557	7030
SRX1882558	7031
SRX1882559	7031
SRX1882560	7031
SRX1882561	7032
SRX1882562	7032
SRX1882563	7032
SRX1882564	7033
SRX1882565	7033
SRX1882566	7033
SRX1882567	7034
SRX1882568	7034
SRX1882569	7034
SRX2345942	7035
SRX2345943	7035
SRX2345940	7036
SRX2345941	7036
SRX2382017	7037
SRX2382024	7037
SRX2382027	7038
SRX2382029	7038
SRX2382021	7039
SRX2382028	7039
SRX2382023	7040
SRX2382217	7040
SRX2382218	7041
SRX2382219	7041
SRX2382019	7042
SRX2382213	7042
SRX2382214	7043
SRX2382215	7043
SRX2382020	7044
SRX2382216	7044
SRX2382033	7045
SRX2382220	7046
SRX2382222	7046
SRX2382030	7047
SRX2382031	7047
SRX2481054	7048
SRX2481057	7048
SRX2481053	7049
SRX2481056	7049
SRX2617827	7050
SRX2617828	7050
SRX2617829	7050
SRX2617830	7051
SRX2617831	7051
SRX2617832	7052
SRX2617833	7052
SRX2923393	7053
SRX2923394	7053
SRX2923397	7054
SRX2923398	7054
SRX2923395	7055
SRX2923396	7055
SRX2923400	7056
SRX2923401	7056
SRX2923404	7057
SRX2923405	7057
SRX2923402	7058
SRX2923403	7058
SRX3103185	7059
SRX3103187	7059
SRX3103189	7059
SRX3103184	7060
SRX3103186	7060
SRX3103188	7060
SRX3456101	7062
SRX3686761	7064
SRX3686762	7064
SRX3686763	7064
SRX3686764	7065
SRX3686765	7065
SRX3686766	7065
SRX3686767	7065
SRX3686768	7065
SRX3686769	7065
SRX3686788	7066
SRX3686789	7066
SRX3686790	7066
SRX3686791	7066
SRX3686792	7066
SRX3686743	7067
SRX3686744	7067
SRX3686745	7067
SRX3686770	7068
SRX3686771	7068
SRX3686772	7068
SRX3686796	7069
SRX3686749	7070
SRX3686750	7070
SRX3686751	7070
SRX3686776	7071
SRX3686777	7071
SRX3686778	7071
SRX3686800	7072
SRX3686801	7072
SRX3686755	7073
SRX3686756	7073
SRX3686757	7073
SRX3686782	7074
SRX3686783	7074
SRX3686784	7074
SRX3686807	7075
SRX3686808	7075
SRX3686809	7075
SRX3686797	7076
SRX3686798	7076
SRX3686799	7076
SRX3686785	7077
SRX3686786	7077
SRX3686787	7077
SRX3686746	7078
SRX3686747	7078
SRX3686748	7078
SRX3686773	7079
SRX3686774	7079
SRX3686775	7079
SRX3686752	7080
SRX3686753	7080
SRX3686754	7080
SRX3686779	7081
SRX3686780	7081
SRX3686781	7081
SRX3686805	7082
SRX3686806	7082
SRX3686758	7083
SRX3686759	7083
SRX3686760	7083
SRX3686810	7084
SRX3686811	7084
SRX3686812	7084
SRX3686813	7085
SRX3686815	7085
SRX3686816	7085
SRX3686823	7085
SRX3686824	7085
SRX3686825	7086
SRX3686826	7086
SRX3686827	7086
SRX3686828	7087
SRX3686829	7087
SRX3686830	7087
SRX3686817	7088
SRX3686818	7088
SRX3686819	7088
SRX3686820	7089
SRX3686821	7089
SRX3686822	7089
SRX3746748	7090
SRX3746749	7090
SRX3746750	7091
SRX3746751	7091
SRX3746752	7092
SRX3746753	7092
SRX3746754	7093
SRX3746755	7093
SRX3992216	7094
SRX3992217	7094
SRX3992214	7095
SRX3992215	7095
SRX3992220	7096
SRX3992221	7096
SRX3992218	7097
SRX3992219	7097
SRX3992200	7098
SRX3992201	7098
SRX3992198	7099
SRX3992199	7099
SRX3992202	7100
SRX3992203	7100
SRX3992204	7101
SRX3992205	7101
SRX3992206	7102
SRX3992207	7102
SRX3992208	7103
SRX3992209	7103
SRX3992212	7104
SRX3992213	7104
SRX3992210	7105
SRX3992211	7105
SRX3995806	7106
SRX3995807	7106
SRX3995808	7107
SRX3995809	7107
SRX3995804	7108
SRX3995805	7108
SRX4314263	7109
SRX4314265	7110
SRX4314266	7110
SRX4314267	7111
SRX4314268	7111
SRX4314274	7113
SRX4314275	7113
SRX4314276	7114
SRX4314278	7114
SRX4314279	7115
SRX4314281	7115
SRX4314282	7116
SRX4314283	7116
SRX4314284	7116
SRX4314288	7118
SRX4314291	7119
SRX4314293	7119
SRX4314297	7120
SRX4314298	7120
SRX4314299	7120
SRX4314300	7121
SRX4314301	7121
SRX4314302	7121
SRX4314303	7122
SRX4314304	7122
SRX4314305	7122
SRX4314309	7123
SRX4314311	7123
SRX4314314	7124
SRX4314316	7125
SRX4314317	7125
SRX4314318	7126
SRX4314319	7126
SRX4314320	7126
SRX4314330	7127
SRX4314331	7127
SRX4314332	7127
SRX4314327	7128
SRX4314328	7128
SRX4314333	7129
SRX4314334	7129
SRX4314335	7129
SRX4314336	7130
SRX4314337	7130
SRX4314338	7130
SRX4314339	7131
SRX4314340	7131
SRX4314341	7131
SRX4314613	7132
SRX4314614	7132
SRX4314615	7132
SRX4314622	7133
SRX4314623	7133
SRX4314624	7133
SRX4314631	7134
SRX4314632	7134
SRX4314633	7134
SRX4314610	7135
SRX4314611	7135
SRX4314612	7135
SRX4314619	7136
SRX4314620	7136
SRX4314621	7136
SRX4314628	7137
SRX4314629	7137
SRX4314630	7137
SRX4319039	7138
SRX4319040	7138
SRX4319041	7138
SRX4374121	7139
SRX4374122	7139
SRX4374123	7139
SRX4374124	7140
SRX4374125	7140
SRX4374126	7140
SRX4374127	7141
SRX4374128	7141
SRX4374129	7141
SRX4374130	7142
SRX4374131	7142
SRX4374132	7142
SRX4374133	7143
SRX4374134	7143
SRX4374135	7143
SRX4374136	7144
SRX4374137	7144
SRX4374138	7144
SRX4374912	7145
SRX4374913	7145
SRX4374910	7146
SRX4374911	7146
SRX4498224	7147
SRX4498226	7147
SRX4498228	7147
SRX4498230	7147
SRX4498216	7148
SRX4498218	7148
SRX4498220	7148
SRX4498222	7148
SRX4498225	7149
SRX4498227	7149
SRX4498229	7149
SRX4498231	7149
SRX4498217	7150
SRX4498219	7150
SRX4498221	7150
SRX4498223	7150
SRX4498320	7151
SRX4498322	7151
SRX4498308	7152
SRX4498310	7152
SRX4498312	7152
SRX4498314	7152
SRX4498317	7153
SRX4498319	7153
SRX4498309	7154
SRX4498311	7154
SRX4498313	7154
SRX4498315	7154
SRX4498334	7155
SRX4498335	7155
SRX4498337	7155
SRX4498326	7156
SRX4498328	7156
SRX4498330	7156
SRX4498333	7157
SRX4498336	7157
SRX4498325	7158
SRX4498327	7158
SRX4498329	7158
SRX4498331	7158
SRX4505473	7159
SRX4505482	7159
SRX4505484	7159
SRX4505486	7159
SRX4505474	7160
SRX4505476	7160
SRX4505478	7160
SRX4505480	7160
SRX4505483	7161
SRX4505485	7161
SRX4505487	7161
SRX4505488	7161
SRX4505475	7162
SRX4505477	7162
SRX4505479	7162
SRX4505481	7162
SRX4506083	7163
SRX4506085	7163
SRX4506087	7163
SRX4506089	7163
SRX4506075	7164
SRX4506077	7164
SRX4506079	7164
SRX4506081	7164
SRX4506084	7165
SRX4506086	7165
SRX4506088	7165
SRX4506090	7165
SRX4506076	7166
SRX4506078	7166
SRX4506080	7166
SRX4506082	7166
SRX4506278	7167
SRX4506280	7167
SRX4506282	7167
SRX4506284	7167
SRX4506271	7168
SRX4506273	7168
SRX4506274	7168
SRX4506276	7168
SRX4506279	7169
SRX4506281	7169
SRX4506283	7169
SRX4506285	7169
SRX4506272	7170
SRX4506275	7170
SRX4506277	7170
SRX4506350	7171
SRX4506352	7171
SRX4506354	7171
SRX4506344	7172
SRX4506346	7172
SRX4506348	7172
SRX4506351	7173
SRX4506353	7173
SRX4506355	7173
SRX4506345	7174
SRX4506347	7174
SRX4506349	7174
SRX4514120	7175
SRX4514122	7175
SRX4514124	7175
SRX4514126	7175
SRX4514112	7176
SRX4514114	7176
SRX4514116	7176
SRX4514118	7176
SRX4514121	7177
SRX4514123	7177
SRX4514125	7177
SRX4514127	7177
SRX4514113	7178
SRX4514115	7178
SRX4514117	7178
SRX4514119	7178
SRX4605773	7179
SRX4605774	7179
SRX4605771	7180
SRX4605772	7180
SRX4615568	7181
SRX4615569	7181
SRX4615570	7181
SRX4619047	7182
SRX4619048	7182
SRX4619049	7183
SRX4619050	7183
SRX4647134	7184
SRX4647135	7184
SRX4647136	7184
SRX4647137	7184
SRX4647138	7185
SRX4647139	7185
SRX4647140	7185
SRX4647141	7185
SRX4647126	7186
SRX4647127	7186
SRX4647128	7186
SRX4647129	7186
SRX4647131	7187
SRX4647132	7187
SRX4647133	7187
SRX4647123	7188
SRX4647124	7188
SRX4647125	7188
SRX4647145	7189
SRX4647146	7189
SRX4647147	7189
SRX4647142	7190
SRX4647143	7190
SRX4647144	7190
SRX4647152	7191
SRX4647153	7191
SRX4647154	7191
SRX4647155	7191
SRX4647148	7192
SRX4647149	7192
SRX4647150	7192
SRX4647151	7192
SRX4647489	7193
SRX4647490	7193
SRX4647491	7194
SRX4647492	7194
SRX4647495	7195
SRX4647496	7195
SRX4647499	7196
SRX4647500	7196
SRX4647497	7197
SRX4647498	7197
SRX4647493	7198
SRX4647494	7198
SRX5079919	7199
SRX5079920	7199
SRX5079921	7199
SRX5079928	7200
SRX5079929	7200
SRX5079930	7200
SRX5079922	7201
SRX5079923	7201
SRX5079924	7201
SRX5079925	7202
SRX5079926	7202
SRX5079927	7202
SRX5088611	7203
SRX5088612	7203
SRX5088616	7204
SRX5088613	7205
SRX6845149	7206
SRX6845150	7206
SRX6845151	7207
SRX6845152	7207
SRX6845145	7208
SRX6845146	7208
SRX6845147	7209
SRX6845148	7209
SRX6845141	7210
SRX6845142	7210
SRX6845143	7211
SRX6845144	7211
SRX5089844	7212
SRX5089845	7212
SRX5089858	7213
SRX5089859	7213
SRX5089860	7213
SRX5089855	7214
SRX5089856	7214
SRX5089857	7214
SRX5089852	7215
SRX5089853	7215
SRX5089854	7215
SRX5089869	7216
SRX5089870	7216
SRX5089871	7216
SRX5089866	7217
SRX5089867	7217
SRX5089868	7217
SRX5089849	7218
SRX5089850	7218
SRX5089851	7218
SRX5089846	7219
SRX5089847	7219
SRX5089848	7219
SRX5089864	7220
SRX5089865	7220
SRX5089861	7221
SRX5089862	7221
SRX5089863	7221
SRX5178871	7222
SRX5178872	7222
SRX5178868	7223
SRX5178869	7223
SRX5178870	7223
SRX5352227	7224
SRX5352228	7224
SRX5352229	7224
SRX5352230	7225
SRX5352231	7225
SRX5352232	7225
SRX5352221	7226
SRX5352222	7226
SRX5352223	7226
SRX5352224	7227
SRX5352225	7227
SRX5352226	7227
SRX5352218	7228
SRX5352219	7228
SRX5352220	7228
SRX5388954	7229
SRX5388955	7229
SRX5388956	7229
SRX5388957	7229
SRX5388958	7230
SRX5388959	7230
SRX5388960	7230
SRX5388961	7230
SRX5388962	7231
SRX5388963	7231
SRX5388964	7231
SRX5388965	7231
SRX5509427	7232
SRX5509428	7232
SRX5605045	7233
SRX5605048	7233
SRX5605051	7233
SRX5605049	7234
SRX5605059	7234
SRX5605060	7234
SRX6810002	7235
SRX6810003	7235
SRX6810004	7235
SRX6810005	7236
SRX6810006	7236
SRX6810007	7236
SRX6853286	7237
SRX6853287	7237
SRX6853288	7237
SRX6853283	7238
SRX6853284	7238
SRX6853285	7238
SRX6889336	7239
SRX6889337	7239
SRX6889338	7239
SRX6889333	7240
SRX6889334	7240
SRX6889335	7240
SRX6923924	7241
SRX6923925	7241
SRX6923922	7242
SRX6923923	7242
SRX6923938	7243
SRX6923939	7243
SRX6923936	7244
SRX6923937	7244
SRX7054189	7245
SRX7054190	7245
SRX7054191	7245
SRX7054192	7246
SRX7054193	7246
SRX7054194	7246
SRX7119388	7247
SRX7119389	7247
SRX7119390	7247
SRX7119385	7248
SRX7119386	7248
SRX7119387	7248
SRX8590644	7249
SRX8590653	7249
SRX8590650	7250
SRX8590652	7250
Rv_4X_AMK_MIC_T16_H2O_Set_A_R1_S11	7251
Rv_4X_AMK_MIC_T16_H2O_Set_A_R2_S12	7251
Rv_4X_AMK_MIC_T16_H2O_Set_B_R1_S29	7251
Rv_4X_AMK_MIC_T16_H2O_Set_B_R2_S30	7251
Rv_4X_BDQ_MIC_T16_DMSO_Set_A_R1_S13	7252
Rv_4X_BDQ_MIC_T16_DMSO_Set_A_R2_S14	7252
Rv_4X_BDQ_MIC_T16_DMSO_Set_B_R1_S31	7252
Rv_4X_BDQ_MIC_T16_DMSO_Set_B_R2_S32	7252
Rv_4X_CPF_MIC_T16_0_5M_NaOH_Set_A_R1_S15	7262
Rv_4X_CPF_MIC_T16_0_5M_NaOH_Set_A_R2_S16	7262
Rv_4X_CPF_MIC_T16_0_5M_NaOH_Set_B_R1_S33	7262
Rv_4X_CPF_MIC_T16_0_5M_NaOH_Set_B_R2_S34	7262
Rv_4X_LVF_MIC_T16_DMSO_Set_A_R1_S17	7287
Rv_4X_LVF_MIC_T16_DMSO_Set_A_R2_S18	7287
Rv_4X_LVF_MIC_T16_DMSO_Set_B_R1_S35	7287
Rv_4X_LVF_MIC_T16_DMSO_Set_B_R2_S36	7287
Rv_ND_T0_Set_A_R1_S1	7351
Rv_ND_T0_Set_A_R2_S2	7351
Rv_ND_T0_Set_B_R1_S19	7351
Rv_ND_T0_Set_B_R2_S20	7351
Rv_ND_T16_Set_A_0_5M_NaOH_R1_S7	7304
Rv_ND_T16_Set_A_0_5M_NaOH_R2_S8	7304
Rv_ND_T16_Set_A_DMSO_R1_S3	7265
Rv_ND_T16_Set_A_DMSO_R2_S4	7265
Rv_ND_T16_Set_A_H2O_R1_S5	7274
Rv_ND_T16_Set_A_H2O_R2_S6	7274
Rv_ND_T16_Set_B_0_5M_NaOH_R1_S25	7304
Rv_ND_T16_Set_B_0_5M_NaOH_R2_S26	7304
Rv_ND_T16_Set_B_DMSO_R1_S21	7265
Rv_ND_T16_Set_B_DMSO_R2_S22	7265
Rv_ND_T16_Set_B_H2O_R1_S23	7274
Rv_ND_T16_Set_B_H2O_R2_S24	7274
AP800_S12	7314
AP80_S13	7315
AR200_S10	7320
AR80_S11	7321
AUNT_S15	7354
AV80_S14	7358
BP800_S18	7314
BP80_S19	7315
BR200_S16	7320
BR80_S17	7321
BUNT_S21	7354
BV80_S20	7358
CP800_S24	7314
CP80_S25	7315
CR200_S22	7320
CR80_S23	7321
CUNT_S27	7354
CV80_S26	7358
L1_S2	7286
L2_S5	7286
L3_S8	7286
NCA_0_25R1_S31	7294
NCA_0_25R2_S32	7294
NCA_0_25R3_S33	7294
NCA_0_5R1_S34	7295
NCA_0_5R2_S35	7295
NCA_0_5R3_S36	7295
NCA_1R1_S37	7296
NCA_1R2_S38	7296
NCA_1R3_S39	7296
O1_S3	7305
O2_S6	7305
O3_S9	7305
U1_S1	7354
U2_S4	7354
U3_S7	7354
Untreat_R1_S28	7354
Untreat_R2_S29	7354
Untreat_R3_S30	7354
GSM4818888	7351
GSM4818889	7351
GSM4818890	7351
GSM4818894	7318
GSM4818895	7318
GSM4818899	7300
GSM4818900	7300
GSM4818901	7300
R7932.bam	7265
R7933.bam	7265
R7934_R.bam	7265
R7936.bam	7268
R7937.bam	7268
R7938.bam	7268
R7939.bam	7268
R7941.bam	7269
R7943.bam	7269
R7944.bam	7269
NCA_1H_R1_S4	7297
NCA_1H_R2_S5	7297
NCA_1H_R3_S6	7297
NCA_24H_R1_S22	7299
NCA_24H_R2_S23	7299
NCA_24H_R3_S24	7299
NCA_6H_R1_S13	7298
NCA_6H_R2_S14	7298
NCA_6H_R3_S15	7298
NTP_1H_R1_S7	7301
NTP_1H_R2_S8	7301
NTP_1H_R3_S9	7301
NTP_24H_R1_S25	7303
NTP_24H_R2_S26	7303
NTP_24H_R3_S27	7303
NTP_6H_R1_S16	7302
NTP_6H_R2_S17	7302
NTP_6H_R3_S18	7302
Rv_1H_R1_S1	7352
Rv_1H_R2_S2	7352
Rv_1H_R3_S3	7352
Rv_24H_R1_S19	7354
Rv_24H_R2_S20	7354
Rv_24H_R3_S21	7354
Rv_6H_R1_S10	7353
Rv_6H_R2_S11	7353
Rv_6H_R3_S12	7353
SEL16_7H9_GO_R1_S35	7328
SEL16_7H9_GO_R3_S37	7328
SEL32_7H9_GO_R1_S38	7329
SEL32_7H9_GO_R2_S39	7329
SEL32_7H9_GO_R3_S40	7329
SEL32_7H9_GOT_R1_S44	7334
SEL32_7H9_GOT_R2_S45	7334
SEL32_7H9_GOT_R3_S46	7334
SEL8_7H9_GO_R1_S32	7326
SEL8_7H9_GO_R2_S33	7326
SEL8_7H9_GO_R3_S34	7326
Untreated_7H9_GO_R1_S29	7354
Untreated_7H9_GO_R2_S30	7354
Untreated_7H9_GO_R3_S31	7354
Untreated_7H9_GOT_R1_S41	7349
Untreated_7H9_GOT_R2_S42	7349
Untreated_7H9_GOT_R3_S43	7349
Rv_T16_Set_B_R1	7354
Rv_T16_Set_B_R2	7354
H37Rv_0_02uM_MOX_T16_R2_S11_R1	7292
H37Rv_0_02uM_MOX_T16_R3_S12_R1	7292
H37Rv__005uM_MOX_T16_R1_S7_R1	7291
H37Rv__005uM_MOX_T16_R2_S8_R1	7291
H37Rv__005uM_MOX_T16_R3_S9_R1	7291
H37Rv_0_08uM_MOX_T16_R1_S13_R1	7293
H37Rv_0_08uM_MOX_T16_R2_S14_R1	7293
H37Rv_0_08uM_MOX_T16_R3_S15_R1	7293
H37Rv_0_2uM_CFZ_T16_R1_S16_R1	7257
H37Rv_0_2uM_CFZ_T16_R2_S17_R1	7257
H37Rv_0_2uM_CFZ_T16_R3_S18_R1	7257
H37Rv_0_2uM_PA824_T16_R1_S25_R1	7311
H37Rv_0_2uM_PA824_T16_R2_S26_R1	7311
H37Rv_0_2uM_PA824_T16_R3_S27_R1	7311
H37Rv_0_8uM_CFZ_T16_R1_S19_R1	7258
H37Rv_0_8uM_CFZ_T16_R2_S20_R1	7258
H37Rv_0_8uM_CFZ_T16_R3_S21_R1	7258
H37Rv_0_8uM_PA824_T16_R1_S28_R1	7312
H37Rv_0_8uM_PA824_T16_R2_S29_R1	7312
H37Rv_0_8uM_PA824_T16_R3_S30_R1	7312
H37Rv_3_2uM_CFZ_T16_R1_S22_R1	7259
H37Rv_3_2uM_CFZ_T16_R2_S23_R1	7259
H37Rv_3_2uM_CFZ_T16_R3_S24_R1	7259
H37Rv_3_2uM_PA824_T16_R1_S31_R1	7313
H37Rv_3_2uM_PA824_T16_R2_S32_R1	7313
H37Rv_3_2uM_PA824_T16_R3_S33_R1	7313
H37RvNDT0R1_S1_R1	7351
H37RvNDT0R2_S2_R1	7351
H37RvNDT0R3_S3_R1	7351
H37RvNDT16R1_S4_R1	7354
H37RvNDT16R2_S5_R1	7354
H37RvNDT16R3_S6_R1	7354
H37Rv_0_025ug_ml_RPE_T16_R1_S19	7324
H37Rv_0_025ug_ml_RPE_T16_R3_S21	7324
H37Rv_2mg_ml_PZA_T16_R1_S10	7316
H37Rv_2mg_ml_PZA_T16_R2_S11	7316
H37Rv_2mg_ml_PZA_T16_R3_S12	7316
H37Rv_5mg_ml_PZA_T16_R1_S7	7317
H37Rv_5mg_ml_PZA_T16_R2_S8	7317
H37Rv_5mg_ml_PZA_T16_R3_S9	7317
H37Rv_ND_PZA_T0_R1_S1	7351
H37Rv_ND_PZA_T0_R2_S2	7351
H37Rv_ND_PZA_T0_R3_S3	7351
H37Rv_ND_PZA_T16_R1_S4	7354
H37Rv_ND_PZA_T16_R2_S5	7354
H37Rv_ND_PZA_T16_R3_S6	7354
H37Rv_ND_RPE_T0_R1_S13	7351
H37Rv_ND_RPE_T0_R2_S14	7351
H37Rv_ND_RPE_T0_R3_S15	7351
H37Rv_ND_RPE_T16_R1_S16	7354
H37Rv_ND_RPE_T16_R2_S17	7354
H37Rv_ND_RPE_T16_R3_S18	7354
CDC1551_INH_D1_OTB_drug_transcriptome_U_R2_S20_R1.fastq.gz	7275
CDC1551_INH_D1_OTB_drug_transcriptome_U_R3_S21_R1.fastq.gz	7275
CDC1551_INH_D8_OTB_drug_transcriptome_U_R1_S33_R1.fastq.gz	7276
CDC1551_INH_D8_OTB_drug_transcriptome_U_R2_S34_R1.fastq.gz	7276
CDC1551_INH_D8_OTB_drug_transcriptome_U_R3_S35_R1.fastq.gz	7276
H37Rv_INH_D8_OTB_drug_transcriptome_U_R1_S30_R1.fastq.gz	7276
H37Rv_INH_D8_OTB_drug_transcriptome_U_R2_S31_R1.fastq.gz	7276
H37Rv_INH_D8_OTB_drug_transcriptome_U_R3_S32_R1.fastq.gz	7276
HN878_INH_D1_OTB_drug_transcriptome_U_R1_S26_R1.fastq.gz	7275
HN878_INH_D1_OTB_drug_transcriptome_U_R2_S27_R1.fastq.gz	7275
HN878_INH_D1_OTB_drug_transcriptome_U_R3_S28_R1.fastq.gz	7275
SA161_IHN_D8_OTB_drug_transcriptome_U_R2_S36_R1.fastq.gz	7276
SA161_INH_D1_OTB_drug_transcriptome_U_R2_S23_R1.fastq.gz	7275
SG1_INH_D1_OTB_drug_transcriptome_U_R2_S29_R1.fastq.gz	7275
T46_INH_D1_OTB_drug_transcriptome_U_R2_S24_R1.fastq.gz	7275
T46_INH_D1_OTB_drug_transcriptome_U_R3_S25_R1.fastq.gz	7275
CDC1551_IHN_D1_OTB_drug_transcriptome_U_R1_S36_R1	7275
CDC1551_RIF_D1_OTB_drug_transcriptome_U_R1_S4_R1	7322
CDC1551_RIF_D1_OTB_drug_transcriptome_U_R2_S5_R1	7322
CDC1551_RIF_D1_OTB_drug_transcriptome_U_R3_S6_R1	7322
CDC1551_RIF_D8_OTB_drug_transcriptome_U_R1_S20_R1	7323
CDC1551_RIF_D8_OTB_drug_transcriptome_U_R2_S21_R1	7323
CDC1551_RIF_D8_OTB_drug_transcriptome_U_R3_S22_R1	7323
H37Rv_IHN_D1_OTB_drug_transcriptome_U_R1_S33_R1	7275
H37Rv_IHN_D1_OTB_drug_transcriptome_U_R2_S34_R1	7275
H37Rv_IHN_D1_OTB_drug_transcriptome_U_R3_S35_R1	7275
H37Rv_RIF_D1_OTB_drug_transcriptome_U_R1_S1_R1	7322
H37Rv_RIF_D1_OTB_drug_transcriptome_U_R2_S2_R1	7322
H37Rv_RIF_D1_OTB_drug_transcriptome_U_R3_S3_R1	7322
